familyid,ethnicgroup,length_of_residence,owner_renter_status,vacant,bathroom_cnt,bedroom_cnt,latitude,longitude
000106320020,E,20,5,0,,,034.024780,-118.319200
000041096300,E,09,9,0,0,0,034.023780,-118.318550
000105805822,N,10,5,0,,,034.030920,-118.318190
000105911656,I,50,9,0,1,3,034.022410,-118.318570
000106306315,J,24,2,0,3,3,034.022300,-118.318570
000106691492,P,16,3,0,,,034.021870,-118.319230
000106543257,E,29,3,0,1,3,034.021650,-118.319240
000106290780,C,18,7,0,1,2,034.021100,-118.319240
000106325376,D,28,3,0,,,034.020160,-118.319260
000106166441,H,16,7,0,2,2,034.019720,-118.319260
000106272924,B,18,4,0,3,3,034.039150,-118.310510
000106275642,K,20,9,0,,,034.039140,-118.311520
000105974376,H,22,5,0,,,034.039140,-118.311770
000106690271,H,33,9,0,,,034.038490,-118.311770
000097996804,J,19,4,0,3,3,034.038490,-118.312150
000030769148,A,15,9,0,1,3,034.039140,-118.312480
000105866943,L,14,5,0,1,3,034.039200,-118.313590
000106050036,K,30,4,0,1,1,034.038700,-118.316870
000105863076,D,05,9,0,1,1,034.038700,-118.317190
000106031805,D,16,9,0,2,4,034.039220,-118.317450
000106292711,H,33,9,0,3,2,034.038060,-118.311980
000106076578,H,20,9,0,0,0,034.037810,-118.314320
000106036054,J,33,5,0,2,3,034.038350,-118.314690
000106233074,S,08,9,0,3,3,034.038191,-118.316312
000023850458,H,16,2,0,,,034.037800,-118.316370
000105887854,I,22,5,0,1,2,034.037790,-118.317190
000106014969,S,11,9,0,,,034.037750,-118.324300
000105803304,W,10,9,0,2,3,034.038250,-118.326520
000036234841,H,31,1,0,1,2,034.038068,-118.326887
000106306548,J,12,5,0,2,3,034.037581,-118.328274
000105848242,H,05,4,0,,,034.037830,-118.328530
000050942529,W,36,4,0,4,4,034.037741,-118.329118
000106369352,I,16,5,0,,,034.037390,-118.328750
000106146536,D,33,5,0,0,0,034.021140,-118.341930
000106584861,C,13,5,0,,,034.038022,-118.329578
000106034374,J,17,4,0,0,0,034.038180,-118.329610
000012506698,E,13,2,0,,,034.037860,-118.330150
000106212207,H,16,9,0,1,3,033.977630,-118.382110
000106274853,C,28,4,0,4,4,033.974300,-118.356040
000106231292,H,17,9,0,1,2,034.036780,-118.329580
000106509153,K,23,9,0,1,2,034.037060,-118.330460
000106107102,K,06,9,0,,,034.036070,-118.303290
000106523274,H,33,2,0,,,034.036570,-118.304900
000106308312,J,27,9,0,2,4,034.036060,-118.305100
000053912230,S,24,3,0,0,0,034.061520,-118.140100
000106256592,E,18,4,0,1,2,034.036510,-118.307220
000106215417,C,50,9,0,2,3,034.036510,-118.307220
000078141824,S,04,9,0,,,034.035170,-118.301270
000106676799,K,11,9,0,,,034.035710,-118.301600
000105799983,H,40,5,0,3,3,034.035710,-118.302790
000106564804,H,19,6,0,,,034.035700,-118.304270
000105952715,I,14,4,0,2,3,034.035700,-118.304270
000002754940,E,18,5,0,,,034.036170,-118.313820
000106676189,J,24,9,0,0,0,033.983930,-118.328310
000105861147,E,39,9,0,,,034.036250,-118.314980
000106323764,K,34,9,0,1,2,034.036230,-118.315300
000106250729,D,42,9,0,0,0,034.036210,-118.315990
000106658768,B,06,1,0,2,2,034.036160,-118.317020
000106212749,J,20,9,0,,,034.036150,-118.317190
000106636165,H,33,9,0,,,033.998470,-117.940560
000105823476,E,16,4,0,1,2,034.036490,-118.330050
000106500329,W,50,9,0,,,034.034280,-118.300600
000106320711,C,32,9,0,,,034.034800,-118.301100
000105799271,H,15,9,0,,,034.034280,-118.301590
000106566623,I,37,9,0,0,0,034.034800,-118.301760
000106073499,J,02,9,0,0,0,034.034800,-118.302090
000106452016,C,18,9,0,1,3,034.034436,-118.302381
000106079466,H,17,9,0,0,0,034.034280,-118.302950
000105956798,C,16,5,0,0,0,034.034270,-118.304930
000106457414,E,28,9,0,0,0,034.034521,-118.303654
000105888839,I,25,9,0,1,3,034.035190,-118.313800
000105844303,H,07,9,0,0,0,034.034600,-118.314190
000106143127,J,07,9,0,2,2,034.034600,-118.314440
000103240120,K,30,3,0,0,0,034.034600,-118.315030
000106121760,D,16,9,0,,,034.034580,-118.316400
000106614452,E,18,3,0,,,034.035180,-118.316850
000105912181,K,42,9,0,0,0,034.014410,-118.473790
000106631563,K,16,9,0,,,034.033107,-118.348265
000106366809,E,19,7,0,0,0,034.033930,-118.302090
000106434933,K,19,3,0,1,3,034.033870,-118.302590
000105866579,H,17,7,0,,,034.033910,-118.302940
000106328188,H,22,7,0,2,3,034.073209,-118.393536
000106231556,H,24,9,0,,,034.033380,-118.304260
000106475351,D,19,5,0,,,034.033910,-118.304260
000106146405,H,25,9,0,1,2,033.792540,-118.296300
000106299137,L,18,5,0,0,0,034.006880,-118.325430
000106412013,F,33,5,0,2,3,034.037690,-118.322780
000106036936,E,16,3,0,2,3,034.037410,-118.322780
000106254626,J,06,9,0,3,4,033.982420,-118.321880
000106612141,L,16,9,0,3,4,034.034000,-118.322090
000106210909,E,10,4,0,0,0,034.033811,-118.322320
000106323565,H,19,9,0,,,034.029330,-118.322740
000106563609,H,24,9,0,2,3,034.029440,-118.322283
000041852301,H,15,1,0,,,034.027323,-118.322521
000106167442,H,15,9,0,2,3,034.026560,-118.322730
000089071750,E,03,1,0,,,033.964040,-118.257460
000105803396,H,04,9,0,,,034.024810,-118.322060
000106232112,H,14,9,0,0,0,034.024700,-118.322060
000105846232,W,09,9,0,3,4,034.024050,-118.322060
000106455072,H,22,5,0,1,2,034.021760,-118.322720
000106251607,H,16,9,0,,,034.021340,-118.322080
000106367562,K,16,9,0,0,0,034.020110,-118.322275
000106416703,H,07,9,0,,,034.038810,-118.323980
000106032602,B,12,9,0,0,0,034.037690,-118.323280
000105992404,H,24,9,0,3,2,034.037410,-118.323980
000105801904,A,36,4,0,,,034.037000,-118.323280
000105806792,D,17,1,0,1,3,034.034060,-118.323950
000106322828,E,15,2,0,2,2,034.033920,-118.323950
000104656753,H,11,9,0,,,034.026420,-118.327910
000106104913,E,42,9,0,1,1,034.028920,-118.323930
000106655388,D,17,9,0,3,3,034.028436,-118.323474
000105959115,I,32,3,0,0,0,034.028650,-118.323930
000106419696,I,16,9,0,,,034.028249,-118.323712
000106658501,W,15,5,0,,,034.079600,-118.310450
000106610937,H,04,9,0,0,0,034.027115,-118.323474
000106121231,B,07,1,0,1,3,034.024270,-118.323240
000106321107,I,15,9,0,1,3,034.024050,-118.323240
000106218850,C,18,9,0,0,0,034.023390,-118.323240
000105806611,E,26,9,0,3,4,034.024330,-118.340830
000106506354,A,08,9,0,,,033.889252,-118.303389
000105866430,S,17,4,0,,,034.021200,-118.323240
000106586287,W,13,9,0,,,034.021252,-118.323479
000105997742,I,21,9,0,1,2,033.992950,-118.376580
000106107432,E,06,2,0,0,0,034.039080,-118.325170
000041219354,E,17,9,0,5,5,034.038670,-118.325160
000106057410,H,15,9,0,,,034.038400,-118.325160
000105939771,H,19,9,0,0,0,034.037130,-118.324460
000106659560,L,09,7,0,2,3,034.037000,-118.324460
000106383795,E,24,2,0,0,0,034.036340,-118.325160
000105862376,H,23,4,0,,,034.034630,-118.324460
000106298775,E,16,5,0,4,5,033.911230,-118.256600
000106342791,L,39,9,0,,,034.032184,-118.324041
000040953387,H,14,9,0,0,0,034.031510,-118.324210
000106675065,H,27,9,0,,,034.069690,-118.295770
000106674815,H,01,9,0,,,034.046080,-118.326740
000105939506,I,19,3,0,3,4,034.046080,-118.326740
000106127876,R,14,4,0,0,0,034.030060,-118.325110
000106678505,C,16,6,0,2,3,033.845631,-118.258880
000106254223,I,14,9,0,3,3,034.028080,-118.325120
000105913938,E,21,5,0,2,3,033.981680,-118.302960
000106654617,L,38,9,0,,,034.027120,-118.325100
000106450006,H,17,9,0,0,0,033.985503,-118.367426
000106415171,J,24,4,0,,,034.023510,-118.324430
000106011898,L,23,9,0,,,034.023180,-118.325100
000106455491,H,15,6,0,,,034.039030,-118.326310
000106347660,R,19,4,0,5,4,034.038940,-118.325660
000106255698,H,26,7,0,,,034.048910,-118.312610
000106234855,E,24,5,0,1,2,034.038530,-118.325660
000106493484,H,08,4,0,,,034.037680,-118.326350
000105936362,E,26,9,0,0,0,034.037400,-118.326350
000106076544,E,34,9,0,,,034.037270,-118.326350
000078901641,H,18,7,0,1,2,034.036860,-118.325650
000106584840,H,04,9,0,,,034.036931,-118.325894
000106257404,S,17,9,0,3,4,034.036580,-118.326350
000106410252,H,17,5,0,0,0,034.140160,-117.963250
000106637153,H,07,5,0,0,0,034.035070,-118.325620
000106637938,L,13,9,0,0,0,034.034900,-118.326340
000106054739,P,03,4,0,0,0,034.033510,-118.326330
000106073753,H,15,5,0,,,034.032990,-118.325750
000106075349,F,19,4,0,,,033.994600,-118.338100
000105803590,J,23,9,0,,,034.028620,-118.326300
000106302879,I,10,9,0,,,034.057990,-118.290580
000078018439,C,27,9,0,1,2,034.026900,-118.325620
000106451939,P,13,6,0,,,034.026800,-118.326290
000106635680,W,17,9,1,,,034.048712,-118.335769
000106498395,S,15,4,1,,,034.037648,-118.366364
000106231271,H,14,5,0,,,034.024510,-118.326290
000105993913,I,27,9,0,0,0,034.024280,-118.325620
000106187849,H,14,5,0,2,3,033.949359,-118.234148
000105829867,H,29,5,0,1,2,034.023520,-118.326280
000106477617,I,09,2,0,3,4,034.023190,-118.326280
000106168139,H,17,9,0,1,3,033.960580,-118.299770
000106439491,H,16,9,0,,,034.021980,-118.325620
000106298759,A,32,9,0,0,0,034.021750,-118.325620
000012726377,S,16,3,0,,,034.037800,-118.327410
000105821131,B,06,9,0,,,034.037680,-118.326840
000105821322,E,15,9,0,1,2,034.031460,-118.315410
000106303252,H,18,9,0,,,034.049770,-118.336980
000078187336,H,14,4,0,,,034.034480,-118.327520
000003389073,H,39,9,0,,,034.034490,-118.326840
000106524335,N,26,5,0,,,034.033840,-118.327520
000106562679,S,14,9,0,0,0,034.033510,-118.327520
000106504381,B,09,9,0,2,3,034.028971,-118.327273
000106676150,H,14,9,0,,,034.028330,-118.327470
000106639388,H,25,9,0,,,034.028357,-118.327273
000084245959,H,16,9,0,3,4,034.027790,-118.326800
000007470808,H,21,4,0,,,034.026140,-118.326810
000106056817,I,28,4,0,,,034.024840,-118.327470
000106276884,H,03,9,0,2,4,034.024620,-118.327470
000106343195,H,07,4,0,0,0,034.024440,-118.327035
000105801784,S,14,9,0,,,034.044600,-118.320420
000106671786,H,19,6,0,,,034.048712,-118.335769
000106106685,J,19,2,0,1,1,034.048712,-118.335769
000105867554,I,17,4,0,,,034.048712,-118.335769
000041478959,H,32,9,0,0,0,034.048712,-118.335769
000106030309,P,09,6,0,0,0,034.048712,-118.335769
000106419502,H,18,3,0,0,0,034.048712,-118.335769
000106015614,E,19,4,0,2,3,034.048712,-118.335769
000106055963,L,13,9,0,,,034.048712,-118.335769
000106658967,K,15,9,0,0,0,034.015210,-118.316350
000105804596,S,34,8,1,,,034.048712,-118.335769
000106075310,C,29,9,0,,,034.048712,-118.335769
000105863283,E,17,9,1,,,034.048712,-118.335769
000001073360,B,06,9,0,2,2,034.048712,-118.335769
000106093207,E,19,9,0,1,2,034.048712,-118.335769
000106676794,E,27,9,0,2,2,034.048712,-118.335769
000106611446,E,22,9,0,,,034.039260,-118.361880
000106451586,H,19,5,0,,,034.048712,-118.335769
000105998269,H,16,6,0,,,033.966170,-118.323780
000087611738,W,25,9,0,0,0,033.987150,-118.365160
000106033624,H,47,9,0,,,033.971580,-118.218940
000106650087,I,19,4,0,2,4,034.048712,-118.335769
000106216882,U,15,9,0,,,034.048712,-118.335769
000106651907,E,14,9,1,,,034.048712,-118.335769
000106637755,L,06,5,0,,,034.048712,-118.335769
000106437101,K,28,5,0,2,2,034.048712,-118.335769
000105882684,F,26,5,0,2,2,034.060231,-118.355789
000105809711,D,21,5,0,1,2,034.089410,-118.362360
000106540628,E,44,9,0,,,034.044720,-118.362050
000106103674,H,33,9,0,,,033.852730,-118.065140
000106277089,E,17,7,0,1,2,034.044650,-118.364490
000106586083,H,13,9,0,,,034.042800,-118.350760
000106075271,L,19,3,0,2,4,034.041733,-118.351608
000097482638,H,21,9,0,2,3,034.051630,-118.315290
000106670913,S,16,6,0,1,2,034.051700,-118.316020
000105803231,L,15,7,0,,,034.050930,-118.316350
000106145145,H,04,8,0,3,3,034.049470,-118.316990
000106342576,E,07,8,0,2,2,034.044330,-118.318060
000106162667,H,19,4,0,1,3,034.043082,-118.317591
000105971933,E,07,9,0,,,034.042530,-118.317290
000105823528,D,23,9,0,,,034.049890,-118.339410
000106295803,H,27,9,0,,,034.042206,-118.317825
000106125536,P,10,9,0,1,2,034.041320,-118.318020
000106581054,J,20,9,0,2,3,034.040500,-118.317300
000105862999,E,29,9,0,0,0,034.055930,-118.321340
000106016623,S,07,4,0,2,2,034.054940,-118.321110
000106211175,E,05,7,0,1,4,034.054800,-118.321950
000106169826,I,02,7,0,,,034.053650,-118.321790
000106302997,H,16,6,0,0,0,034.051120,-118.304460
000106433754,H,23,1,0,,,034.025290,-118.321540
000106455666,L,15,4,0,3,4,034.052334,-118.323017
000106691578,W,15,5,0,1,1,034.051820,-118.323620
000105889534,E,18,3,0,,,034.051154,-118.323382
000105950352,H,35,5,0,,,034.000520,-118.434360
000106210221,C,42,9,0,1,3,034.049795,-118.324363
000079730212,L,33,9,0,,,034.049410,-118.324830
000106342335,B,51,9,0,1,2,034.214670,-118.425980
000106432423,H,17,5,0,3,3,034.048720,-118.324350
000106561893,P,25,9,0,3,2,034.047070,-118.326190
000106097654,G,17,9,0,0,0,034.046360,-118.325940
000105795989,S,16,6,0,1,3,034.045712,-118.326749
000106618176,E,16,4,0,,,034.029019,-118.341579
000106340338,J,10,9,0,,,034.043800,-118.327320
000106161792,H,34,9,0,,,034.042690,-118.328580
000105848124,H,13,9,0,1,2,034.042170,-118.328850
000106325070,E,06,9,0,,,034.053670,-118.251470
000106149377,H,01,9,0,,,034.045870,-118.333360
000106522689,E,16,2,0,0,0,034.044570,-118.334100
000106658077,E,23,9,0,4,3,034.044370,-118.334200
000086934343,J,16,9,0,0,0,034.043290,-118.334790
000106258183,E,12,7,0,2,6,034.041290,-118.335150
000106077448,D,28,6,0,,,034.041140,-118.335230
000106457171,H,15,5,0,,,034.040590,-118.336300
000105823604,L,36,9,0,1,2,034.057120,-118.351770
000106214924,H,24,5,0,2,3,034.057060,-118.351150
000106561128,E,14,5,0,2,4,034.056620,-118.351320
000106342681,H,17,9,0,0,0,034.056070,-118.351540
000106279078,P,23,9,0,0,0,034.055940,-118.351580
000088207709,B,46,3,0,,,034.058560,-118.336280
000105915626,I,16,7,0,,,034.054890,-118.352640
000105806640,S,13,5,0,,,034.061340,-118.357430
000106231381,H,07,7,0,0,0,033.955611,-118.350651
000106256429,E,15,5,0,1,3,034.034590,-118.315830
000106126396,H,39,5,0,3,4,034.019610,-118.433440
000105914654,S,16,9,0,,,034.049020,-118.354210
000106296485,H,24,7,0,0,0,034.034040,-118.345070
000106305539,H,05,9,0,0,0,034.067233,-118.351673
000105808184,E,19,4,0,2,2,034.046930,-118.355020
000104611218,I,20,9,0,0,0,034.269370,-118.306430
000105978794,H,16,2,0,1,2,034.045420,-118.356220
000105847738,H,25,9,0,4,3,034.045310,-118.356260
000079777848,E,34,9,0,,,034.044970,-118.355810
000106457082,L,24,7,0,,,034.014260,-118.293110
000105862135,E,11,9,0,1,3,034.010312,-118.342582
000106292994,N,27,8,0,1,2,034.022730,-118.404570
000106143449,E,12,2,0,1,1,034.043080,-118.356640
000106125926,S,16,9,0,,,034.563780,-118.015890
000106452286,H,24,9,0,0,0,033.965640,-118.398800
000105841180,H,14,9,0,4,5,034.041480,-118.357720
000106634469,H,20,9,0,,,033.975160,-118.311510
000106413603,L,16,1,0,,,034.054960,-118.355470
000106070365,E,20,9,0,2,2,034.053620,-118.355980
000106326144,H,09,5,0,,,034.053140,-118.356150
000105915702,L,25,5,0,,,034.051750,-118.356170
000106124519,H,19,1,0,,,033.974180,-118.370990
000105201128,J,16,3,0,,,034.048210,-118.358550
000106108129,K,19,5,0,,,034.048000,-118.357980
000105866249,S,27,9,0,3,2,034.047870,-118.358680
000106561704,H,17,9,0,,,034.047620,-118.358120
000105793364,E,16,9,0,1,2,034.047370,-118.358870
000105883960,K,19,9,0,2,3,034.047000,-118.358350
000106473265,H,17,7,0,,,034.046890,-118.358390
000106387168,C,03,5,0,,,034.046360,-118.358580
000106291639,H,12,9,0,,,034.046420,-118.359220
000106670413,E,06,7,0,,,034.052350,-118.352470
000105994838,P,09,3,0,,,034.046100,-118.359340
000106456895,L,13,5,0,,,033.864520,-118.272670
000105829448,C,29,3,0,2,3,034.049150,-118.360350
000106055426,N,19,9,0,,,034.040410,-118.338150
000106618786,H,27,9,0,,,034.042640,-118.360630
000106364776,E,39,9,0,0,0,034.041860,-118.360230
000106363885,H,10,4,0,,,034.040830,-118.360610
000106145506,E,33,3,0,,,034.132150,-118.728040
000105792305,H,09,9,0,0,0,034.035772,-118.351411
000004136895,H,14,6,0,3,2,033.983600,-118.315520
000106274638,E,17,9,0,,,034.040960,-118.315660
000105912848,H,03,2,0,1,3,034.092370,-118.385950
000105914824,H,20,9,0,,,034.056660,-118.341650
000106671833,K,16,9,1,0,0,034.057830,-118.344910
000106099774,H,37,7,0,,,034.055854,-118.341722
000106548736,H,18,2,0,,,034.055638,-118.341807
000106274455,H,19,9,0,4,5,034.042820,-118.370760
000106251181,S,16,9,0,2,4,034.017160,-118.365990
000106382736,L,33,9,0,2,3,034.053080,-118.342260
000106304070,C,10,9,0,2,3,034.049051,-118.386278
000106509263,H,14,9,0,,,034.052360,-118.342530
000106618228,D,17,9,0,,,034.052360,-118.342530
000039643189,H,18,4,0,,,034.052380,-118.343150
000105883151,H,29,9,0,0,0,033.942970,-118.085960
000105869153,E,16,9,0,0,0,034.051440,-118.343520
000106385556,B,05,5,0,2,3,034.050500,-118.343240
000106270333,A,09,5,0,1,1,034.056183,-118.348485
000010235315,H,24,9,0,1,2,034.055630,-118.348190
000105808919,H,24,9,0,0,0,034.052097,-118.339569
000106058652,H,07,9,0,0,0,034.055211,-118.348623
000106540466,P,19,9,0,,,034.055030,-118.348560
000106272848,B,06,9,0,1,2,034.055057,-118.348935
000106585150,S,15,9,0,,,034.054460,-118.348670
000105841606,E,10,9,0,,,034.054218,-118.349019
000085479032,C,19,9,0,3,7,034.053350,-118.349830
000106326602,V,04,9,0,0,0,034.052640,-118.350090
000105845095,E,17,9,0,1,1,034.051810,-118.350224
000106294556,K,13,9,0,1,2,034.007890,-117.816860
000106459885,H,14,9,0,,,034.051340,-118.350610
000106437672,H,20,9,0,,,034.051080,-118.350720
000106434852,H,17,9,0,0,0,034.050950,-118.350770
000039886022,L,12,9,0,,,034.050540,-118.350930
000106453800,W,37,2,0,,,034.050620,-118.346240
000105862216,E,20,5,0,3,3,034.054810,-118.384033
000106659769,K,20,5,0,4,4,034.048470,-118.319210
000106672669,H,14,7,0,,,034.047402,-118.351976
000106431503,F,17,9,0,,,034.047180,-118.351600
000106213981,H,14,9,0,,,034.047090,-118.352290
000105974855,K,48,9,0,,,034.045824,-118.352615
000106346614,H,31,9,0,,,034.045510,-118.352920
000105979538,H,07,5,0,,,034.044160,-118.352520
000106473561,V,19,7,0,1,2,034.043730,-118.353280
000105800495,S,15,9,0,,,034.043480,-118.352780
000106527833,N,15,5,0,,,034.041000,-118.357900
000106381028,J,24,9,0,,,034.042766,-118.353492
000105821796,E,29,9,0,,,034.042350,-118.353210
000106183829,S,16,9,0,0,0,034.042120,-118.353300
000106658242,H,05,7,0,2,3,034.041800,-118.363440
000106342152,H,14,1,0,1,2,034.041730,-118.364180
000106031724,H,33,4,0,,,034.041730,-118.360350
000106418433,H,19,9,0,1,2,034.040880,-118.364480
000040734641,E,05,4,0,2,2,034.040360,-118.364750
000106349434,E,32,1,0,,,034.056593,-118.349487
000106167829,J,11,9,0,1,2,034.056386,-118.349318
000006937831,K,35,5,0,2,6,034.056328,-118.349341
000105808338,H,26,9,0,,,034.055660,-118.349380
000106547112,P,33,7,0,0,0,034.055122,-118.349817
000105972913,H,16,9,0,,,034.046020,-118.353230
000106145289,J,12,4,0,,,034.049870,-118.351680
000106437559,H,13,7,0,0,0,034.049350,-118.351880
000106584531,N,24,5,0,1,6,034.015100,-118.316770
000106232073,L,33,9,0,,,034.047500,-118.352640
000106450454,H,19,9,0,,,034.046030,-118.353900
000106691918,H,28,5,0,3,3,034.046260,-118.353140
000106072710,H,15,9,0,3,4,034.046020,-118.353230
000106187894,H,11,9,0,,,034.046020,-118.353230
000106296922,P,19,9,0,3,6,034.065700,-118.366420
000106076081,E,44,9,0,,,034.042620,-118.354720
000105910448,H,07,9,0,,,034.041700,-118.354270
000105797428,H,15,9,0,2,4,034.041700,-118.354270
000105844667,H,35,3,0,2,3,033.960143,-118.393521
000039223225,W,31,9,0,,,034.042580,-118.355590
000105886251,I,16,1,0,,,034.020439,-118.321194
000105978574,E,16,9,0,0,0,034.041790,-118.355920
000106672224,D,33,9,0,5,5,034.049870,-118.312920
000106418632,H,06,2,0,,,033.978680,-118.307400
000106148017,H,33,9,0,,,034.051170,-118.321350
000106303286,E,17,4,0,2,3,034.051990,-118.322330
000106473702,D,25,9,0,0,0,034.052544,-118.322770
000105799815,J,11,4,0,4,5,034.054460,-118.327740
000106147249,I,17,9,0,,,034.055840,-118.321910
000106255012,H,16,2,0,2,2,034.050490,-118.325670
000106142781,H,39,9,0,2,3,034.049710,-118.325260
000106525674,J,24,5,0,1,3,034.049670,-118.325270
000106276850,C,16,8,0,,,034.048670,-118.325810
000106341114,H,25,1,0,3,4,034.049546,-118.325909
000078678034,E,15,9,0,2,2,034.048420,-118.325950
000106542751,S,15,9,0,,,034.236110,-118.503660
000106492797,E,17,4,0,0,0,033.995110,-118.345420
000078296540,I,04,4,0,,,033.970713,-118.282566
000106305979,E,13,5,0,,,034.163990,-117.901320
000105992247,H,41,5,0,2,2,034.045700,-118.328290
000106279154,H,16,2,0,1,2,033.956694,-118.338482
000106127172,H,07,9,0,2,2,034.044150,-118.329150
000106690920,A,26,9,0,2,4,034.043850,-118.328450
000106015703,N,19,9,0,3,4,034.043430,-118.328670
000105799441,D,07,9,0,1,2,034.043170,-118.328820
000106509271,J,40,5,0,,,033.851110,-118.292340
000064028534,H,35,6,0,2,3,034.044720,-118.343150
000106059852,H,33,5,0,4,4,034.056570,-118.357210
000106635318,F,06,9,0,1,3,034.039200,-118.313850
000106509129,D,17,9,0,6,7,034.056130,-118.357970
000106141366,P,16,9,0,2,3,034.055356,-118.358189
000106144649,H,25,3,0,,,034.054580,-118.358630
000106304203,H,16,7,0,,,034.054450,-118.358670
000106292826,E,31,9,0,8,5,034.116630,-118.148470
000106380409,L,01,9,0,,,034.054310,-118.358720
000105912173,H,16,9,0,2,3,034.053890,-118.358280
000106472078,E,04,7,0,4,6,034.053360,-118.359050
000106275414,C,18,1,0,,,034.051840,-118.359000
000028510664,E,15,9,0,1,2,034.051430,-118.359150
000105914963,I,10,9,0,,,034.050400,-118.360070
000106584162,J,26,9,0,,,034.154930,-118.462480
000106418247,H,14,9,0,2,2,034.049010,-118.360270
000106471179,H,18,9,0,,,034.049265,-118.359829
000106322776,I,35,6,0,2,3,034.049177,-118.360108
000106412068,H,27,5,0,,,034.048080,-118.360590
000106234960,H,18,7,0,,,034.047690,-118.360200
000106430361,L,14,5,0,,,034.046820,-118.369630
000106144377,I,13,8,0,2,3,034.069800,-118.316090
000106230233,H,10,5,0,2,4,034.047129,-118.360596
000106213902,H,24,6,0,1,2,034.045793,-118.361068
000105792834,E,25,5,0,2,2,034.045460,-118.361520
000106589890,H,22,9,0,1,2,034.044400,-118.361490
000065301832,H,15,9,0,,,034.042490,-118.362740
000105865154,H,20,6,0,0,0,034.033880,-118.365750
000082481256,H,01,5,0,1,1,034.166470,-118.343600
000106416245,F,16,5,0,,,034.041650,-118.362420
000094470472,A,18,3,0,0,0,034.020740,-118.368040
000106361888,C,19,7,0,2,3,034.041380,-118.363140
000106125201,L,24,4,0,3,5,034.041020,-118.363270
000106037424,L,28,9,0,2,3,034.049370,-118.353550
000106586928,H,04,9,0,0,0,033.977270,-118.293840
000105801108,H,16,2,0,,,034.050070,-118.333470
000031625323,L,15,9,0,0,0,034.050720,-118.334520
000106416318,E,35,4,0,,,034.051157,-118.336602
000106691256,E,05,5,0,,,033.987430,-118.338780
000106451879,L,23,9,0,,,034.111150,-118.372460
000106451308,L,16,5,0,2,3,034.056600,-118.350160
000106018641,H,21,7,0,,,034.056300,-118.350970
000106503903,H,15,9,0,1,3,034.055900,-118.350430
000106437651,P,18,5,0,5,6,034.055380,-118.350630
000106180143,K,02,4,0,,,034.054980,-118.350780
000106430044,C,23,5,0,2,2,034.008100,-118.321650
000105932355,H,16,9,0,1,2,034.049490,-118.351350
000106293115,L,11,9,0,,,034.027354,-118.358504
000105866391,H,24,7,0,1,5,034.047150,-118.358950
000106548545,L,18,2,0,2,2,034.044346,-118.355246
000008593911,H,37,5,0,3,2,034.047340,-118.353830
000105806470,V,34,5,0,,,034.042980,-118.355410
000105861626,E,27,5,0,1,2,034.046590,-118.354230
000106529678,H,21,5,0,2,2,034.046290,-118.354850
000106255677,B,30,9,0,,,034.050844,-118.352775
000106101473,C,14,2,0,1,1,034.045710,-118.355080
000106632344,H,14,9,0,,,034.045180,-118.355290
000106123791,H,16,9,0,,,034.044810,-118.355380
000106254545,J,32,9,0,2,3,034.044060,-118.355580
000106340375,C,01,5,0,,,034.097820,-118.272830
000106050141,H,19,5,0,,,034.042810,-118.356290
000106455860,H,18,9,0,,,034.011040,-118.353420
000079157555,J,15,5,0,,,034.041830,-118.356720
000106540479,D,26,5,0,1,2,034.053860,-118.329830
000106476629,J,01,2,0,1,3,034.013480,-118.319590
000106569922,F,14,7,0,3,5,034.055290,-118.335970
000106232866,H,33,9,0,1,2,034.055480,-118.336250
000106326762,H,03,9,0,,,034.282460,-118.489310
000105804931,H,21,5,0,3,3,034.159160,-118.215640
000105844285,H,49,4,0,6,3,033.891880,-118.236220
000106219296,S,14,4,0,2,3,034.054940,-118.342630
000106637967,E,16,2,0,0,0,034.054104,-118.344160
000105843328,H,17,1,0,0,0,034.054684,-118.347792
000106585383,L,14,7,0,6,6,034.032406,-118.285540
000106071654,D,16,9,0,,,034.054906,-118.348718
000105936333,E,23,9,0,,,034.164626,-118.457600
000105883106,A,33,2,0,0,0,033.823790,-118.182460
000106251254,H,32,6,0,2,3,034.054180,-118.351280
000106656185,I,25,5,0,,,034.054200,-118.352270
000106568803,I,39,9,0,,,034.054210,-118.352930
000106583234,L,19,9,0,,,034.048690,-118.361120
000105951824,N,04,9,0,,,034.053561,-118.240705
000007788173,H,15,7,0,,,034.047780,-118.360950
000105990216,P,28,4,0,3,3,034.046890,-118.361260
000106548642,H,18,5,0,,,034.045890,-118.362130
000106434739,H,16,5,0,,,034.045180,-118.362360
000106162549,H,03,2,0,3,4,034.044700,-118.362450
000106676118,A,19,3,0,,,034.055840,-118.364570
000106273933,H,23,7,0,,,034.055160,-118.364890
000106277254,L,14,3,0,,,034.054962,-118.365433
000106014883,H,08,9,0,,,033.976570,-118.328980
000105995567,S,12,9,0,,,034.054273,-118.365751
000105846478,S,50,1,0,4,4,034.054230,-118.365270
000106678652,L,37,8,0,2,4,034.054150,-118.366020
000106413776,H,09,9,0,,,034.053790,-118.366170
000106388224,B,11,9,0,,,034.044930,-118.338830
000106212150,E,27,9,0,,,034.059220,-118.335670
000106301849,H,25,9,0,2,2,034.048970,-118.367480
000105808273,H,33,5,0,,,034.048820,-118.367520
000106690603,H,27,0,0,0,0,034.039500,-118.380300
000106676139,E,19,9,0,,,034.103560,-118.275350
